-0.14416085,-0.14637123,2.7234297,0.030056715,2.8416376,-0.27793583,2.4756517,-0.1555914,-0.23536262,2.6645823,2.4891934,2.2541327,-0.1464727,2.47976,2.3588965,0.08344074,-1.3888066,-0.1509241,0.011917574,2.8872225,0.12773609,-0.13295776,0.038669467,2.9494364,0.27918568,-0.050910532,0.28051063,0.07971698,2.77799,-0.27402753,2.6033711,-0.15757805
0.1448087,-0.24847764,1.1505816,-0.32798076,1.4625422,-0.14761671,1.326125,-0.086496055,-0.17028852,1.5039821,1.5395702,0.9699521,-0.20882215,1.2078748,1.2948354,-0.19173084,-0.1927204,-0.15648323,-0.16607712,1.3486433,-0.03882897,0.05363217,0.1406858,1.3743865,0.13490173,-0.27761573,0.13229056,-0.43391913,1.4287827,-0.09188063,1.5576996,-0.31496367
-0.16869529,-0.0903462,0.76548666,0.10933,1.3609462,0.02895258,1.4738095,-0.22625591,0.22248796,1.39855,0.9910771,0.7999927,0.21302144,0.8586589,1.2746195,0.0048670843,-0.6881385,-0.74638754,-0.17077076,0.8609643,0.07788187,-0.22260524,-0.7797955,0.95439917,-0.24017997,-0.23577937,0.11760431,-1.0915856,1.1999624,0.1987054,1.0033303,0.15528613
-0.04611352,0.26235053,1.0992757,-0.17093985,1.4939134,-0.072007045,1.6081818,-0.36457595,0.11369753,1.4349651,1.5484399,0.8428472,0.1649195,1.5298227,1.6644868,-0.38669565,-0.8643085,-1.7590991,0.03453913,1.6985128,0.06595534,0.13481382,-1.7297424,1.4908099,-0.28580824,0.14921635,-1.508396,-1.4485117,1.4400826,-0.1444539,1.4478785,-0.02855848
-0.10064511,-0.1567054,1.2179132,-0.114375256,1.0215145,-0.17445207,1.3512325,-0.2136995,0.27483878,1.0937085,1.2025049,0.51283,-0.18397991,1.3511225,1.3184216,-0.059063423,-0.6616851,-0.21799932,-0.03806482,1.4782385,-0.027751714,-0.2671275,-0.701803,0.7285821,-0.19904046,-0.049415097,0.09934961,-0.04909907,1.244186,0.2011437,0.9222471,-0.24284303
-0.13398677,-0.28665882,1.0656197,0.059513066,1.2863063,0.1690117,1.046052,0.12202486,-0.11837073,1.3671597,1.2038745,0.7924637,-0.10381603,1.3374509,1.3392805,-0.12209486,-0.33740202,-0.22353418,-0.2350038,1.49422,0.17714664,-0.039308984,-0.73306966,0.8923985,0.23938711,0.19471055,-0.345469,-0.4957286,1.4727657,0.025668817,1.201456,0.19578926
-0.20676133,0.103101075,1.2235442,0.060612682,1.1905341,0.24251354,1.1754241,-0.012765523,0.028565377,0.9766839,0.80768603,0.7669924,0.07253298,1.0456513,1.3740054,-0.36496958,-0.70371246,-1.1053588,-0.31094694,1.2357444,0.26376423,-0.2944085,-0.943367,1.1616697,-0.049836647,0.2175892,-0.75535136,-0.9220708,1.4099821,0.15491252,1.3973293,0.11535844
0.19588976,-0.30171934,1.1214993,-0.11731822,1.2983134,0.070362486,1.668221,-0.2780003,0.27995148,1.3058152,1.4653767,1.3600122,0.035242092,1.2654934,1.5956514,-0.111241534,-0.34479466,-0.30011377,-0.17751072,1.5297962,0.026022851,-0.33212075,-0.790995,1.3802732,0.042601127,-0.21126902,-0.22213174,-0.5720535,1.3287438,-0.22396387,1.5345618,-0.22933358
0.06447381,-0.24564235,-6.039797,0.22875322,-5.5446386,0.044895124,-5.7592244,0.17139736,0.2665753,-5.6839647,-5.935978,-8.536568,-0.21650316,-6.085187,-6.008017,-0.22047494,5.546012,3.706724,-0.9337456,-6.2903557,0.18680254,0.16824324,4.322714,-5.8472095,0.0020092183,0.18386647,0.44733134,4.010011,-5.86915,0.077368945,-5.6188393,-0.20876598
-0.18378694,0.20315357,-6.2071157,-0.13946773,-5.7680383,0.0356045,-5.9209356,-0.006987263,-0.22445548,-6.0708985,-6.2603955,-6.473245,0.059473276,-6.3316636,-6.2180142,0.086747415,7.101049,3.8454602,0.290556,-6.0206637,0.031413496,-0.063798234,3.8270392,-6.569798,-0.27658537,-0.038235694,1.1551999,4.024616,-6.080777,0.08328326,-5.8393416,0.04947959
